Id,SalePrice
1461,128191.086
1462,153896.58
1463,177157.11
1464,185341.0
1465,198570.48
1466,182851.42
1467,171658.27
1468,174479.55
1469,179674.64
1470,125366.63
1471,203683.14
1472,94823.836
1473,97588.11
1474,151837.0
1475,126501.984
1476,377205.28
1477,248784.56
1478,308091.1
1479,281765.5
1480,420276.3
1481,301382.1
1482,206403.23
1483,181674.36
1484,170590.66
1485,174897.64
1486,201071.42
1487,320026.78
1488,236936.55
1489,205524.77
1490,202545.11
1491,191539.11
1492,98395.51
1493,178826.16
1494,292952.44
1495,288168.6
1496,224197.5
1497,192170.8
1498,155630.88
1499,155595.34
1500,160677.08
1501,173384.44
1502,153974.89
1503,265355.3
1504,235090.95
1505,214726.38
1506,182791.73
1507,234304.34
1508,185344.66
1509,160090.34
1510,149672.08
1511,149402.39
1512,164928.64
1513,149949.78
1514,157206.48
1515,202363.06
1516,156220.88
1517,152078.94
1518,128579.875
1519,223735.11
1520,139129.12
1521,143306.52
1522,161667.0
1523,115574.68
1524,124285.77
1525,126816.48
1526,125858.39
1527,103552.195
1528,129966.7
1529,144890.81
1530,162249.73
1531,127445.78
1532,109662.42
1533,145609.8
1534,120791.18
1535,153023.64
1536,123229.87
1537,89572.14
1538,180297.33
1539,242274.73
1540,120641.09
1541,145864.08
1542,144927.78
1543,202392.69
1544,86151.414
1545,106146.73
1546,120964.45
1547,131540.62
1548,132512.9
1549,113230.47
1550,140673.38
1551,126531.21
1552,145983.45
1553,155417.8
1554,119136.29
1555,173313.78
1556,91582.7
1557,118775.016
1558,96565.95
1559,113467.17
1560,144154.1
1561,144277.48
1562,127438.15
1563,121538.39
1564,156391.1
1565,151097.58
1566,218441.84
1567,79746.164
1568,219425.89
1569,145057.72
1570,129932.13
1571,131683.1
1572,144013.61
1573,235023.52
1574,133632.2
1575,210189.5
1576,229016.95
1577,200461.11
1578,147241.86
1579,144708.14
1580,188917.84
1581,142365.39
1582,129688.195
1583,331326.12
1584,247265.22
1585,140260.67
1586,82994.95
1587,104870.64
1588,149419.88
1589,98407.09
1590,139270.95
1591,108206.13
1592,129230.34
1593,117893.336
1594,140577.12
1595,127080.13
1596,221695.95
1597,173826.45
1598,197961.61
1599,183448.62
1600,189517.72
1601,83182.39
1602,111918.16
1603,97171.37
1604,276611.06
1605,252744.0
1606,169811.88
1607,177078.88
1608,215469.52
1609,197486.81
1610,163455.39
1611,146996.62
1612,174465.0
1613,172905.1
1614,122320.266
1615,89403.56
1616,83105.6
1617,89288.195
1618,129252.0
1619,135375.7
1620,171528.56
1621,144560.92
1622,140860.02
1623,290961.9
1624,216023.62
1625,129255.02
1626,167678.2
1627,183474.3
1628,276203.5
1629,178305.84
1630,334234.84
1631,204070.12
1632,253935.61
1633,171148.52
1634,185883.11
1635,175739.84
1636,168919.2
1637,176333.81
1638,204600.58
1639,180984.14
1640,242381.9
1641,178249.38
1642,224664.12
1643,228981.64
1644,228245.14
1645,173761.81
1646,155869.88
1647,159136.61
1648,140989.92
1649,140337.4
1650,126290.266
1651,127948.06
1652,94323.914
1653,98576.32
1654,154135.42
1655,148445.78
1656,149094.45
1657,155486.4
1658,155452.73
1659,134261.05
1660,150425.95
1661,463368.3
1662,371402.0
1663,367618.06
1664,401164.44
1665,328078.97
1666,333044.03
1667,355832.6
1668,342803.38
1669,302735.25
1670,352321.47
1671,264886.2
1672,433264.38
1673,316239.72
1674,250581.36
1675,194449.22
1676,193841.33
1677,214815.12
1678,396297.5
1679,371506.62
1680,317842.8
1681,248017.58
1682,304591.53
1683,192345.34
1684,174473.23
1685,174292.55
1686,175292.27
1687,170134.98
1688,190101.95
1689,190406.95
1690,183695.25
1691,172936.06
1692,254850.67
1693,169771.9
1694,179627.0
1695,170619.45
1696,280314.47
1697,171753.03
1698,341969.75
1699,312018.78
1700,253697.55
1701,266563.75
1702,259555.45
1703,247978.19
1704,299730.34
1705,214974.64
1706,394673.28
1707,215057.52
1708,215418.1
1709,287734.62
1710,217937.58
1711,256452.98
1712,254236.89
1713,269046.6
1714,221058.9
1715,202355.7
1716,191189.8
1717,168725.78
1718,149273.72
1719,205503.81
1720,243723.94
1721,172761.81
1722,141806.94
1723,161634.3
1724,215468.97
1725,236868.28
1726,190951.55
1727,181996.95
1728,185637.4
1729,163492.75
1730,164232.45
1731,122705.74
1732,129576.164
1733,121659.88
1734,129972.305
1735,136119.66
1736,116626.4
1737,353769.4
1738,217701.12
1739,300888.53
1740,213252.58
1741,182546.94
1742,173470.31
1743,174150.62
1744,299178.38
1745,227793.97
1746,243547.95
1747,212040.84
1748,211402.6
1749,159663.42
1750,145373.52
1751,221325.2
1752,123216.61
1753,150790.9
1754,197211.6
1755,165745.98
1756,125823.164
1757,121355.27
