Id,SalePrice
1461,129389.33
1462,157706.5
1463,175855.12
1464,180963.14
1465,197989.65
1466,181876.82
1467,166977.54
1468,175339.57
1469,184016.69
1470,127940.93
1471,196183.87
1472,92071.0
1473,96535.0
1474,155480.17
1475,142100.25
1476,395950.63
1477,252077.17
1478,308801.19
1479,266986.68
1480,408308.07
1481,297850.95
1482,209254.42
1483,174826.57
1484,180588.01
1485,181430.14
1486,195086.5
1487,340581.89
1488,242249.66
1489,213137.67
1490,193318.53
1491,189502.01
1492,101474.19
1493,175938.0
1494,310672.38
1495,285955.96
1496,225260.54
1497,196751.65
1498,154253.9
1499,154376.2
1500,143597.93
1501,171912.02
1502,166215.77
1503,272185.4
1504,238872.49
1505,216685.45
1506,173392.7
1507,211247.5
1508,189352.22
1509,164161.32
1510,154494.0
1511,152578.0
1512,159283.5
1513,152312.67
1514,150797.96
1515,169119.46
1516,161964.52
1517,154517.65
1518,128828.78
1519,220141.06
1520,141525.75
1521,145235.75
1522,159999.0
1523,115297.78
1524,123825.21
1525,127477.15
1526,130309.5
1527,102912.31
1528,130500.33
1529,144791.0
1530,163032.5
1531,126292.14
1532,111108.0
1533,144803.0
1534,115949.96
1535,154102.2
1536,117771.9
1537,78587.5
1538,176885.9
1539,251817.46
1540,111142.27
1541,145534.17
1542,143108.71
1543,224723.78
1544,85394.64
1545,106695.93
1546,116723.53
1547,131445.0
1548,132509.05
1549,111864.21
1550,142636.68
1551,123446.0
1552,151779.37
1553,152148.09
1554,116115.08
1555,165968.85
1556,90586.93
1557,125066.59
1558,94794.75
1559,108357.24
1560,139247.37
1561,135998.29
1562,129692.0
1563,124462.16
1564,161026.82
1565,153066.25
1566,218296.07
1567,82091.79
1568,220404.3
1569,149377.3
1570,121466.96
1571,126315.68
1572,145263.25
1573,242053.51
1574,116782.12
1575,202462.36
1576,207503.02
1577,207853.94
1578,151483.96
1579,140856.5
1580,190896.49
1581,143593.5
1582,128230.0
1583,333182.59
1584,243300.99
1585,140140.0
1586,84710.5
1587,101543.86
1588,150245.75
1589,97609.73
1590,135545.0
1591,103861.71
1592,130041.0
1593,119048.0
1594,138513.93
1595,121178.66
1596,237135.36
1597,159721.14
1598,196488.67
1599,204852.61
1600,198149.65
1601,77309.0
1602,109577.46
1603,90049.55
1604,282538.74
1605,249398.56
1606,167127.0
1607,166493.9
1608,210712.72
1609,200829.39
1610,163742.64
1611,148787.57
1612,160494.8
1613,161222.05
1614,123320.16
1615,90017.5
1616,81997.5
1617,88336.71
1618,129208.0
1619,131673.87
1620,152433.36
1621,133949.36
1622,149819.55
1623,287782.93
1624,206210.8
1625,130322.0
1626,168044.32
1627,181489.5
1628,272709.56
1629,175085.0
1630,342668.06
1631,218607.98
1632,238223.41
1633,173525.94
1634,181977.04
1635,174869.18
1636,162116.34
1637,172519.36
1638,224934.17
1639,178245.5
1640,254872.36
1641,178814.0
1642,217175.49
1643,224969.01
1644,225750.21
1645,172308.74
1646,152218.5
1647,162233.85
1648,144442.59
1649,143106.5
1650,125230.5
1651,123895.21
1652,92275.0
1653,98001.5
1654,156583.87
1655,162729.01
1656,153256.87
1657,156685.87
1658,154276.71
1659,148446.0
1660,144158.5
1661,423291.62
1662,385970.46
1663,375783.75
1664,388028.93
1665,332216.2
1666,336959.71
1667,352655.81
1668,344930.92
1669,300969.14
1670,356194.07
1671,256343.53
1672,425584.02
1673,299694.21
1674,254132.73
1675,189589.84
1676,189885.28
1677,211642.8
1678,415428.85
1679,374062.5
1680,321015.35
1681,274717.45
1682,305426.15
1683,193110.8
1684,170377.45
1685,173121.36
1686,171080.1
1687,166032.09
1688,183762.1
1689,187173.14
1690,184494.53
1691,176024.68
1692,275037.05
1693,171482.97
1694,181385.0
1695,170595.2
1696,259696.79
1697,170026.2
1698,332965.79
1699,314550.36
1700,249036.79
1701,270024.17
1702,254129.26
1703,249401.41
1704,295804.81
1705,235374.8
1706,403910.1
1707,226431.42
1708,221372.72
1709,288195.59
1710,228831.78
1711,266574.05
1712,227895.15
1713,246303.64
1714,220329.43
1715,201467.01
1716,180767.51
1717,166685.98
1718,146907.36
1719,200882.1
1720,253540.06
1721,172952.96
1722,140045.14
1723,158557.14
1724,222410.62
1725,235233.91
1726,189745.3
1727,175173.42
1728,186892.75
1729,166556.91
1730,157687.3
1731,122995.64
1732,133054.53
1733,130129.66
1734,132064.5
1735,133093.5
1736,113014.81
1737,357815.95
1738,217999.88
1739,259833.71
1740,193960.47
1741,176072.86
1742,170796.67
1743,174463.0
1744,319297.81
1745,229104.64
1746,274441.46
1747,223369.13
1748,209492.8
1749,161248.5
1750,151222.0
1751,233823.01
1752,125507.0
1753,145156.92
1754,222476.16
1755,167267.31
1756,123932.92
1757,123136.0
1758,148191.0
1759,163208.0
1760,156860.5
1761,156011.23
1762,168788.67
1763,165117.82
1764,119505.71
1765,168051.0
1766,167725.0
1767,205724.5
1768,140635.75
1769,164988.71
1770,141378.5
1771,139308.68
1772,141873.43
1773,143088.25
1774,127015.1
1775,131595.75
1776,117804.73
1777,117611.0
1778,127105.0
1779,115267.23
1780,174188.99
1781,131358.75
1782,101334.0
1783,129605.8
1784,95008.93
1785,117594.03
1786,148834.89
1787,173834.21
1788,67817.86
1789,97702.57
1790,96967.33
1791,173318.71
1792,154592.5
1793,135250.68
1794,140344.25
1795,138753.0
1796,121371.43
1797,114874.86
1798,127255.75
1799,114125.66
1800,127092.0
1801,132961.44
1802,151399.03
1803,153226.53
1804,140185.6
1805,134352.0
1806,121149.0
1807,150881.87
1808,121848.4
1809,132799.9
1810,142473.69
1811,115038.24
1812,117548.74
1813,119422.5
1814,106695.67
1815,70604.43
1816,101333.69
1817,128611.55
1818,139800.03
1819,119496.58
1820,79865.0
1821,122550.87
1822,155089.12
1823,66824.79
1824,141381.65
1825,137626.3
1826,101730.27
1827,110835.17
1828,132354.4
1829,115280.14
1830,148152.53
1831,169658.75
1832,109574.53
1833,139580.08
1834,146452.95
1835,168245.22
1836,135156.5
1837,103746.59
1838,139618.19
1839,90781.71
1840,152385.42
1841,150094.84
1842,88917.86
1843,142379.33
1844,128180.5
1845,142858.33
1846,150144.5
1847,146872.68
1848,70737.93
1849,123700.5
1850,131102.93
1851,149084.34
1852,125364.5
1853,138061.75
1854,175796.0
1855,142583.08
1856,213894.36
1857,171072.35
1858,140324.16
1859,134200.98
1860,155502.75
1861,133552.45
1862,263170.29
1863,262698.01
1864,262698.01
1865,331926.44
1866,344522.23
1867,236558.66
1868,300444.59
1869,196431.26
1870,236934.34
1871,251757.02
1872,168422.26
1873,226862.53
1874,140610.0
1875,201084.21
1876,191968.0
1877,201655.22
1878,203508.83
1879,136764.8
1880,135213.99
1881,236317.55
1882,263883.25
1883,195387.8
1884,219473.79
1885,257583.99
1886,302305.08
1887,196849.11
1888,278472.06
1889,163221.95
1890,135789.3
1891,133932.35
1892,111243.42
1893,135890.75
1894,128589.14
1895,148071.5
1896,121360.34
1897,111752.76
1898,110335.87
1899,132488.71
1900,145447.15
1901,159792.58
1902,136688.61
1903,222818.33
1904,137516.96
1905,180306.06
1906,148899.51
1907,198281.56
1908,111680.0
1909,133563.26
1910,122513.5
1911,193016.56
1912,263259.45
1913,148260.15
1914,78320.79
1915,323635.37
1916,70719.58
1917,258316.83
1918,139726.84
1919,154397.8
1920,154861.82
1921,409735.85
1922,343692.83
1923,197178.6
1924,226122.44
1925,230092.95
1926,373475.77
1927,143034.5
1928,159611.0
1929,126095.49
1930,122935.86
1931,139311.53
1932,131441.5
1933,173663.72
1934,173733.85
1935,175432.24
1936,184282.35
1937,181444.95
1938,169052.32
1939,247513.98
1940,198103.4
1941,178491.55
1942,195378.3
1943,197604.97
1944,324180.43
1945,373362.29
1946,164310.52
1947,310163.53
1948,173198.75
1949,229670.3
1950,185134.6
1951,260161.23
1952,232588.64
1953,161691.4
1954,210982.8
1955,129244.5
1956,264218.46
1957,162490.77
1958,303846.23
1959,139696.09
1960,119576.71
1961,122744.71
1962,94959.5
1963,103740.0
1964,113760.34
1965,153030.0
1966,163315.2
1967,274403.15
1968,384783.92
1969,368095.89
1970,396412.49
1971,424692.23
1972,358698.79
1973,269803.71
1974,317956.0
1975,418338.99
1976,271019.13
1977,365252.63
1978,329062.32
1979,347707.89
1980,198049.28
1981,353541.97
1982,229623.14
1983,221365.32
1984,176437.5
1985,206004.44
1986,220854.47
1987,179941.21
1988,180680.66
1989,184378.5
1990,217717.35
1991,214991.62
1992,210257.73
1993,170682.74
1994,243565.48
1995,181135.85
1996,261712.42
1997,324486.16
1998,350864.62
1999,252192.05
2000,301181.58
2001,264790.98
2002,227717.47
2003,251748.36
2004,259166.48
2005,222760.83
2006,223731.62
2007,246073.28
2008,210341.45
2009,192758.0
2010,191335.31
2011,154104.85
2012,182586.79
2013,181468.92
2014,190221.0
2015,197428.01
2016,192989.44
2017,201727.06
2018,127217.5
2019,137715.0
2020,123129.5
2021,118396.82
2022,179622.5
2023,149204.21
2024,215633.48
2025,346583.65
2026,190004.33
2027,142103.94
2028,155164.53
2029,170964.34
2030,288576.33
2031,264834.33
2032,273823.07
2033,280575.17
2034,166543.22
2035,205893.1
2036,196522.17
2037,200512.51
2038,331303.99
2039,207239.27
2040,381558.95
2041,285933.58
2042,202524.26
2043,164601.5
2044,167499.0
2045,212382.5
2046,135429.12
2047,149081.24
2048,135748.6
2049,132651.14
2050,178219.96
2051,103370.18
2052,139089.21
2053,143800.15
2054,88839.14
2055,157164.56
2056,128655.5
2057,128331.5
2058,213746.8
2059,129682.86
2060,159879.03
2061,166545.5
2062,140061.0
2063,112040.5
2064,140197.8
2065,124201.5
2066,171343.2
2067,134710.26
2068,131306.44
2069,85386.36
2070,112238.33
2071,101165.96
2072,130043.69
2073,139138.0
2074,175653.6
2075,145040.09
2076,121609.5
2077,152168.16
2078,131603.5
2079,127519.56
2080,117444.5
2081,123505.5
2082,124371.9
2083,147298.01
2084,113064.0
2085,134336.0
2086,117999.14
2087,126891.41
2088,115442.68
2089,90780.93
2090,141086.91
2091,128212.3
2092,138218.71
2093,135461.24
2094,137980.41
2095,145863.74
2096,93036.86
2097,100347.0
2098,142090.98
2099,83304.5
2100,120100.24
2101,129053.09
2102,146861.85
2103,107067.0
2104,132767.36
2105,137786.49
2106,73811.0
2107,248051.25
2108,120134.5
2109,120264.17
2110,125380.41
2111,160072.07
2112,135199.24
2113,117871.0
2114,110806.08
2115,149884.09
2116,115401.25
2117,145157.08
2118,119823.0
2119,113318.0
2120,113622.5
2121,110668.0
2122,107849.0
2123,95655.93
2124,182225.4
2125,138531.59
2126,168418.75
2127,153637.28
2128,140966.72
2129,100704.86
2130,144240.87
2131,166593.7
2132,116758.53
2133,121148.42
2134,117522.5
2135,106061.14
2136,77639.93
2137,120408.67
2138,139133.0
