Id,SalePrice
1461,127079.94
1462,154558.75
1463,182978.3
1464,183019.0
1465,191476.88
1466,184912.7
1467,163710.06
1468,174375.1
1469,177381.31
1470,127878.44
1471,190786.42
1472,96907.15
1473,99754.34
1474,150824.73
1475,124818.88
1476,372285.2
1477,261620.27
1478,303345.06
1479,289631.62
1480,478898.88
1481,316181.66
1482,210254.36
1483,177038.56
1484,175004.64
1485,175257.3
1486,199706.69
1487,331882.2
1488,229587.06
1489,196944.11
1490,208920.83
1491,192905.02
1492,103377.42
1493,171581.86
1494,301685.3
1495,291443.4
1496,232046.34
1497,194613.88
1498,156498.56
1499,156029.47
1500,163851.95
1501,174612.94
1502,162243.9
1503,271783.47
1504,227990.1
1505,222105.0
1506,183621.02
1507,238169.17
1508,196113.9
1509,169030.98
1510,154836.78
1511,152814.81
1512,165143.27
1513,142687.1
1514,155393.7
1515,190096.17
1516,150212.75
1517,150382.0
1518,138992.69
1519,209573.27
1520,140272.08
1521,147155.62
1522,162480.17
1523,122481.17
1524,126084.35
1525,128161.58
1526,129664.09
1527,109269.27
1528,129261.98
1529,147889.75
1530,164518.7
1531,123921.32
1532,110057.65
1533,140153.08
1534,114966.52
1535,143800.52
1536,116272.734
1537,86999.125
1538,172500.52
1539,230325.84
1540,116388.65
1541,136719.33
1542,140350.77
1543,182943.42
1544,87552.9
1545,105154.75
1546,121836.58
1547,133587.67
1548,129293.58
1549,108791.78
1550,139742.64
1551,118371.24
1552,136185.73
1553,142493.95
1554,119394.125
1555,180829.02
1556,121765.414
1557,128087.266
1558,94553.74
1559,122346.18
1560,145684.88
1561,145273.19
1562,126333.25
1563,124044.97
1564,161273.86
1565,153151.62
1566,229424.52
1567,87812.44
1568,220585.5
1569,139379.34
1570,125311.24
1571,120467.03
1572,136817.52
1573,219226.73
1574,129479.875
1575,214001.39
1576,222163.0
1577,193427.94
1578,146426.64
1579,145414.62
1580,193366.95
1581,140494.64
1582,131534.27
1583,321020.94
1584,239037.34
1585,146881.8
1586,73681.266
1587,103450.0
1588,143490.67
1589,95964.99
1590,127441.35
1591,103715.58
1592,130741.21
1593,114871.445
1594,139585.84
1595,132797.62
1596,232389.64
1597,190036.3
1598,192780.67
1599,175865.45
1600,175769.42
1601,75916.29
1602,106058.086
1603,93901.03
1604,284049.3
1605,240620.17
1606,165174.97
1607,162645.95
1608,213206.08
1609,188521.6
1610,166196.94
1611,148701.08
1612,167427.2
1613,162497.33
1614,117749.336
1615,87167.98
1616,81249.99
1617,86300.164
1618,126145.51
1619,130770.34
1620,164847.19
1621,145551.2
1622,144298.02
1623,258701.77
1624,201026.98
1625,125844.98
1626,165212.78
1627,185926.72
1628,270182.06
1629,177956.64
1630,340749.25
1631,208598.69
1632,253790.27
1633,172220.5
1634,183111.11
1635,183534.89
1636,156889.72
1637,188470.69
1638,206604.66
1639,182772.52
1640,242749.34
1641,186619.88
1642,224141.02
1643,226587.47
1644,224170.94
1645,186282.69
1646,154554.97
1647,154833.67
1648,142081.3
1649,140295.12
1650,127522.12
1651,128632.48
1652,95398.75
1653,99231.76
1654,151385.61
1655,144634.6
1656,148165.81
1657,150683.75
1658,151164.14
1659,131830.11
1660,146663.05
1661,452520.9
1662,360537.62
1663,364544.4
1664,466114.28
1665,315908.53
1666,325646.47
1667,357799.12
1668,329628.7
1669,300803.5
1670,351877.53
1671,260826.38
1672,459257.47
1673,313789.7
1674,257001.2
1675,189179.38
1676,188038.22
1677,214045.4
1678,465558.9
1679,391937.66
1680,322446.88
1681,260182.6
1682,309310.88
1683,199546.36
1684,176583.1
1685,174886.05
1686,182602.98
1687,169642.36
1688,187066.34
1689,189989.7
1690,183205.44
1691,176307.14
1692,256271.94
1693,171970.62
1694,182076.39
1695,170936.17
1696,268281.5
1697,169519.44
1698,344768.6
1699,325447.78
1700,250887.72
1701,265503.4
1702,255743.19
1703,251061.2
1704,281441.47
1705,228132.03
1706,422906.84
1707,209358.9
1708,206019.44
1709,269278.38
1710,223458.28
1711,261075.61
1712,262668.97
1713,264726.06
1714,222910.12
1715,202642.92
1716,178428.92
1717,165141.11
1718,138714.92
1719,209743.86
1720,244898.52
1721,167603.45
1722,133149.9
1723,156516.66
1724,204054.86
1725,235687.1
1726,190523.42
1727,172869.03
1728,185545.47
1729,163787.19
1730,159137.4
1731,127811.836
1732,131338.86
